train_loss,out_tensor([0.]),out_tensor([1.]),epoch,step
1.1983009576797485,-0.09488752484321594,-0.09466933459043503,24,49
1.1756463050842285,-0.08445534110069275,-0.08427222073078156,49,99
1.1565957069396973,-0.07560759037733078,-0.07545134425163269,74,149
1.1403361558914185,-0.06800023466348648,-0.06786520779132843,99,199
1.1262881755828857,-0.0613851435482502,-0.06126720830798149,124,249
1.1140239238739014,-0.055577222257852554,-0.05547327548265457,149,299
1.1032187938690186,-0.05043458938598633,-0.05034222453832626,174,349
1.0936205387115479,-0.04584582522511482,-0.045763127505779266,199,399
1.0850284099578857,-0.04172147810459137,-0.04164692386984825,224,449
1.0772792100906372,-0.0379883274435997,-0.03792063146829605,249,499
1.0702383518218994,-0.034585125744342804,-0.03452321141958237,274,549
1.0637915134429932,-0.03145981580018997,-0.03140274062752724,299,599
1.0578410625457764,-0.02856709063053131,-0.028514061123132706,324,649
1.0523008108139038,-0.025866840034723282,-0.025817129760980606,349,699
1.0470932722091675,-0.023322755470871925,-0.023275690153241158,374,749
1.0421472787857056,-0.020901227369904518,-0.02085619792342186,399,799
1.037397027015686,-0.01857054978609085,-0.0185269545763731,424,849
1.032779335975647,-0.016300201416015625,-0.016257477924227715,449,899
1.0282325744628906,-0.014060416258871555,-0.014017999172210693,474,949
1.0236971378326416,-0.011821890249848366,-0.011779224500060081,499,999
1.0191150903701782,-0.00955570861697197,-0.009512261487543583,524,1049
1.014428973197937,-0.007233407814055681,-0.00718863308429718,549,1099
1.009582757949829,-0.004826628137379885,-0.004779986571520567,574,1149
1.0045188665390015,-0.0023060161620378494,-0.002256927313283086,599,1199
0.9991715550422668,0.00036208314122632146,0.0004143299884162843,624,1249
0.9934535026550293,0.0032221770379692316,0.0032785849180072546,649,1299
0.9872355461120605,0.006340592633932829,0.006402725353837013,674,1349
0.9803131818771362,0.009822005406022072,0.009892333298921585,699,1399
0.9723628163337708,0.013832961209118366,0.013915409334003925,724,1449
0.9628760814666748,0.018636727705597878,0.01873750239610672,749,1499
0.951058030128479,0.02464905008673668,0.024777930229902267,774,1549
0.9356607794761658,0.03253177925944328,0.03270439803600311,799,1599
0.9147249460220337,0.04334620013833046,0.04358746483922005,824,1649
0.8852905035018921,0.058753710240125656,0.05910123884677887,849,1699
0.8434683084487915,0.08109349012374878,0.08159472793340683,874,1749
0.7858719825744629,0.11281591653823853,0.1135057881474495,899,1799
0.7131179571151733,0.1546803116798401,0.15553691983222961,924,1849
0.6326364278793335,0.20369121432304382,0.204615518450737,949,1899
0.5555860996246338,0.25375571846961975,0.25462353229522705,974,1949
0.49004238843917847,0.29923754930496216,0.29996973276138306,999,1999
0.43826839327812195,0.3374040424823761,0.33798161149024963,1024,2049
0.39875543117523193,0.3680901527404785,0.36852914094924927,1049,2099
0.36884984374046326,0.39234253764152527,0.3926699459552765,1074,2149
0.34608882665634155,0.411465585231781,0.4117068648338318,1099,2199
0.32856136560440063,0.42662128806114197,0.4267973005771637,1124,2249
0.31487923860549927,0.4387325644493103,0.4388589560985565,1149,2299
0.3040536046028137,0.44850093126296997,0.4485894441604614,1174,2349
0.29537931084632874,0.45645251870155334,0.456511914730072,1199,2399
0.28835010528564453,0.4629809558391571,0.4630175530910492,1224,2449
0.2825962007045746,0.4683833122253418,0.4684022068977356,1249,2499
0.2778443694114685,0.4728858768939972,0.47289055585861206,1274,2549
0.273889422416687,0.47666215896606445,0.4766555428504944,1299,2599
0.2705749273300171,0.47984760999679565,0.4798317849636078,1324,2649
0.26778051257133484,0.4825481176376343,0.48252490162849426,1349,2699
0.26541146636009216,0.4848482012748718,0.4848189949989319,1374,2749
0.26339393854141235,0.48681503534317017,0.4867808222770691,1399,2799
0.26166847348213196,0.4885028302669525,0.4884645938873291,1424,2849
0.2601872980594635,0.48995617032051086,0.4899144172668457,1449,2899
0.25891125202178955,0.4912114143371582,0.49116677045822144,1474,2949
0.257808655500412,0.4922982454299927,0.4922514259815216,1499,2999
0.25685355067253113,0.4932417571544647,0.49319279193878174,1524,3049
0.256024032831192,0.4940623939037323,0.4940118193626404,1549,3099
0.2553018629550934,0.4947778582572937,0.49472594261169434,1574,3149
0.25467222929000854,0.4954025149345398,0.4953494369983673,1599,3199
0.254121869802475,0.49594900012016296,0.4958949685096741,1624,3249
0.25364020466804504,0.4964277744293213,0.49637290835380554,1649,3299
0.2532180845737457,0.4968477785587311,0.496792197227478,1674,3349
0.2528475224971771,0.4972166419029236,0.49716055393218994,1699,3399
0.2525217533111572,0.4975411593914032,0.49748456478118896,1724,3449
0.25223514437675476,0.49782684445381165,0.4977698028087616,1749,3499
0.25198277831077576,0.4980785846710205,0.4980211555957794,1774,3549
0.2517601251602173,0.4983006715774536,0.4982430040836334,1799,3599
0.2515636086463928,0.4984966814517975,0.4984388053417206,1824,3649
0.2513899505138397,0.4986700713634491,0.4986119866371155,1849,3699
0.2512364089488983,0.498823344707489,0.49876514077186584,1874,3749
0.2511008083820343,0.4989587068557739,0.4989003837108612,1899,3799
0.2509806156158447,0.49907878041267395,0.4990203380584717,1924,3849
0.2508741021156311,0.4991852045059204,0.499126672744751,1949,3899
